V1,V2,V3,V4,V5,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,name1,name2,name4,name6,name3,name5,family1,family2,family3,family4,family5,family6,age1,age2,age3,age4,age5,age6,experience1,experience2,experience3,experience4,experience5,experience6,margin,consent,Q75,inputstate,votereg,year_born,pid3,dem_strength,rep_strength,ind_lean,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,women_lgbtq_4,women_lgbtq_5,women_lgbtq_6,women_lgbtq_7,women_lgbtq_9,Q36_1,Q36_2,Q36_3,Q36_4,acknowledgment,socialism,fave_grid_1,fave_grid_2,fave_grid_3,fave_grid_5,fave_grid_6,fave_grid_7,fave_grid_10,mip_open,G2.Q2_1,G2.Q2_2,G2.Q2_3,G2.Q2_4,G2.Q2_5,G2.Q2_6,G2.Q2_7,G2.Q2_8,G2.Q2_9,G2.Q3_1_Group,G2.Q3_1_Rank,G2.Q3_2_Group,G2.Q3_2_Rank,G2.Q3_3_Group,G2.Q3_3_Rank,G2.Q3_4_Group,G2.Q3_4_Rank,G2.Q3_5_Group,G2.Q3_5_Rank,G2.Q3_6_Group,G2.Q3_6_Rank,G2.Q3_7_Group,G2.Q3_7_Rank,G2.Q3_8_Group,G2.Q3_8_Rank,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_status_9_TEXT,financial_impact,attribution_1,attribution_2,attribution_3,attribution_4,attribution_5,attribution_6,attribution_7,attribution_8,attribution_8_TEXT,Q28,trumplose,bidenlose,Q75_1,Q75_2,Q75_3,Q75_4,whytrump,whybiden,represents_1,represents_2,represents_3,represents_4,favorsDem,favorsRep,mostimpt,m4a_control,m4a_econ,m4a_soc,covid_control,covid_econ,covid_soc,gnd_control,gnd_labeled,gnd_unlabeled,Q1,Q162,cong1,cj4,Q48_1,Q48_2,Q48_3,Q48_4,cong2,cj5,Q49_1,Q49_2,Q49_3,Q49_4,cong3,cj6,Q50_1,Q50_2,Q50_3,Q50_4,DO_BR_FL_141,DO_BR_FL_6,DO_BR_FL_7,DO_BR_FL_8,DO_BR_FL_9,DO_BR_FL_10,DO_BR_FL_11,DO_BR_FL_12,DO_BR_FL_13,DO_BR_FL_14,DO_BR_FL_15,DO_BR_FL_16,DO_BR_FL_17,DO_BL_group2_lucas_ryan,DO_BL_M4AExperiment,DO_BL_COVIDExperiment,DO_BL_gnd_experiment,DO_Q_acknowledgment,DO_Q_socialism,DO_Q_fave_grid,DO_Q_presvote2020,DO_Q_presvote2020_voted,DO_Q_G2.Q3,DO_Q_women_lgbtq,DO_Q_presvote_2020lean,DO_Q_mostimpt,DO_Q_G2.Q2,DO_Q_presvote16_post,DO_Q_attribution,age_asked,agediff,duration,race4,agecat,educ,pid7,educ4,weduc,geduc,gregion,grace,agerace,prez16,nationalweight,income_new,vote_history,interest,registration,race,partisan_strength,year,Voted,lvweight
R_1EbqIlKpGrh5hKd,NA,10/25/20 10:10,10/25/20 10:20,1,5f95a370-102a-3f00-1524-ee3b8b01f06b,70,1,19,1,1,3,2,3,75035,Linda,Emma,George,Elizabeth,Mary,Jennifer,Wife and two children,Wife and two children,Husband and one child,Wife and one child,Wife and one child,Husband and three children,45,70,63,47,59,68,18,17,12,23,22,25,9,1,1,45,1,1950,1,2,NA,NA,2,1,1,1,1,NA,NA,1,1,5,1,2,2,4,2,4,3,4,9.569,30.085,31.234,5,2,2,5,5,1,1,2,3,2,The covid 19 Virus .,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,0,3,NA,NA,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,9.429,9.429,10.825,1,NA,NA,1,1,1,1,2,1,2,2,NA,NA,1,NA,NA,NA,NA,2,3,1,1,1,17.358,17.358,19.441,1,1,2,10.188,10.188,12.175,1,1,1,14.482,14.482,16.695,1,socialism|fave,FL_137,FL_126,FL_116,FL_113,FL_102,FL_95,FL_87,FL_79,FL_68,FL_61,FL_53,FL_48,mip_open|G2.Q3,m4a_control,covid_control,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,2|6|1|3|10|5|7,1|2|3|4|8,2|1|3|4,4|5|2|3|1|7|6|8,4|5|9|6|7,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,70,0,10.37,1,6,3,2,2,2,3,NA,1,5,1,2.08579656,3,1,1,1,1,2,2020,1,2.08579656
R_CkqQZbw6U6CWTQJ,NA,10/25/20 10:01,10/25/20 10:21,1,5f95a12d-ea0d-2916-d7a0-185fabf8ed4f,60,2,2,1,1,2,10,3,32817,Linda,William,George,William,James,Robert,Husband and one child,Husband and two children,Wife and no children,Husband and one child,Husband and one child,Wife and one child,48,66,49,58,48,49,14,21,20,23,11,10,4,1,1,10,2,1960,2,NA,1,NA,5,1,7,4,NA,NA,NA,1,1,4,4,1,4,2,2,2,4,4,5.326,42.829,43.823,11,4,1,2,1,5,2,2,2,2,Healthcare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,0,1,0,2,1,1,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,2,1,NA,NA,NA,NA,1,NA,NA,2,5,1,1,2,4.169,27.749,28.852,16,1,1,4.24,18.933,19.979,7,1,2,12.074,28.418,29.401,11,fave|socialism,FL_137,FL_122,FL_116,FL_106,FL_98,FL_92,FL_84,FL_78,FL_67,FL_60,FL_52,FL_45,mip_open|G2.Q3,m4a_control,covid_soc,gnd_unlabeled,1|2|3|4|5|6,1|2|4|5|3,6|1|2|5|10|7|3,1|2|3|8|4,1|2|3|4,4|2|8|3|5|6|1|7,7|6|9|5|4,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,60,0,19.87,1,5,2,7,1,1,7,NA,5,5,4,0.856011654,1,0,4,0,1,1,2020,0.002,0.001712023
R_2BagBDyzSoqSwdS,NA,10/25/20 10:13,10/25/20 10:21,1,5f95a3f6-f7e2-a2c8-af50-ec25ced446d4,49,1,20,1,1,5,4,3,73072,Jennifer,Hannah,Emma,George,John,Jennifer,Wife and one child,Wife and one child,Husband and two children,Husband and three children,Wife and two children,Husband and three children,65,58,66,70,48,51,17,13,11,11,24,19,7,1,1,37,1,1971,3,NA,NA,3,3,1,3,3,NA,1,NA,1,1,1,1,2,2,3,2,1,4,4,1.205,23.37,25.313,15,2,2,1,4,1,1,4,3,2,The virus,2,1,1,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1.303,11.532,12.786,3,NA,NA,2,1,1,2,3,1,7,1,NA,NA,NA,1,NA,4,NA,NA,4,1,1,2,1.059,25.471,26.002,18,1,2,0.78,20.588,21.303,14,1,2,1.061,12.963,14.019,7,socialism|fave,FL_135,FL_128,FL_118,FL_108,FL_99,FL_95,FL_85,FL_77,FL_70,FL_64,FL_55,FL_48,mip_open|G2.Q2,m4a_control,covid_econ,gnd_control,6|5|4|3|2|1,5|4|2|1|3,3|5|7|2|10|6|1,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,7|5|9|4|6,1|2|9|8,8|7|6|5|4|3|2|1,4|6|9|3|7|5|8|1|2,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,49,1,7.68,1,3,5,4,3,3,3,NA,1,3,3,0.815478346,3,1,1,1,1,4,2020,0.9,0.733930511
R_2S0Rvtn6VYxzM5K,NA,10/25/20 9:59,10/25/20 10:21,1,5f95a0ad-2643-2a7e-6b26-e40c3876bc93,60,2,12,1,1,5,9,3,37803,Mary,Janet,Benjamin,Matthew,Jennifer,Mary,Husband and no children,Husband and no children,Husband and one child,Wife and two children,Wife and three children,Wife and no children,66,67,63,55,48,49,25,14,10,22,25,10,10,1,1,44,1,1960,2,NA,2,NA,3,1,2,3,NA,2,NA,1,2,2,2,2,3,3,3,2,4,4,91.254,122.937,124.424,8,4,1,1,1,4,4,2,3,2,Economy due to the covid-19,2,2,2,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,5.128,17.2,24.215,3,NA,NA,2,2,2,2,3,2,2,NA,2,NA,NA,NA,2,NA,1,NA,2,1,1,2,4.545,17.637,18.99,9,1,1,4.106,10.525,11.642,5,1,2,5.631,10.804,12.149,5,fave|socialism,FL_134,FL_127,FL_115,FL_109,FL_103,FL_94,FL_82,FL_74,FL_68,FL_63,FL_57,FL_43,mip_open|G2.Q2,m4a_econ,covid_soc,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,2|5|6|1|10|7|3,2|1|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,6|7|9|5|4,1|2|9|8,1|2|3|4|5|6|7|8,4|5|8|1|2|6|7|9|3,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,60,0,21.58,1,5,5,6,3,3,7,NA,5,5,2,0.450662911,2,1,2,1,1,2,2020,0.948,0.42722844
R_2uPdXFb7llCpX8D,NA,10/25/20 10:10,10/25/20 10:21,1,5f95a171-0508-d5e1-a453-0d212378bb4c,60,1,11,1,1,5,4,3,35405,John,Emma,Elizabeth,Elizabeth,John,Robert,Wife and no children,Wife and no children,Wife and two children,Wife and three children,Wife and no children,Husband and no children,70,48,70,59,63,68,16,23,12,13,21,16,6,1,1,1,1,1960,3,NA,NA,3,3,1,6,1,1,NA,NA,1,2,5,1,2,3,1,3,1,1,4,2.534,48.267,52.653,8,3,1,2,4,1,1,5,3,2,The Coronavirus pandemic,3,1,1,1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2.126,14.655,16.496,3,NA,NA,1,1,1,2,2,1,6,1,NA,NA,NA,NA,1,2,NA,NA,1,1,1,1,1.796,21.858,24.194,6,1,1,0.963,48.406,51.081,6,1,1,1.33,22.533,24.359,4,fave|socialism,FL_131,FL_126,FL_121,FL_113,FL_99,FL_92,FL_83,FL_75,FL_71,FL_65,FL_51,FL_42,mip_open|G2.Q2,m4a_control,covid_soc,gnd_control,1|2|3|4|5|6,5|4|2|1|3,1|2|6|5|10|3|7,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,4|5|9|6|7,1|2|9|8,8|7|6|5|4|3|2|1,5|8|2|9|6|4|7|3|1,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,60,1,10.78,1,4,5,4,3,3,3,NA,1,3,3,0.93984576,2,1,1,1,1,4,2020,0.99,0.930447302
R_2uInuTyZc2RfWaS,NA,10/25/20 10:08,10/25/20 10:21,1,5f95a29a-d531-15ab-cc14-2f0a40cb836e,35,1,21,1,1,5,5,1,10001,Michael,Matthew,Elizabeth,George,Linda,Linda,Husband and two children,Husband and no children,Wife and three children,Wife and two children,Wife and three children,Husband and two children,57,58,60,48,66,50,20,25,19,15,15,16,5,1,1,33,1,1985,3,NA,NA,2,3,1,2,1,2,NA,NA,1,1,1,1,1,3,1,6,2,1,4,1.802,50.911,52.946,17,1,5,5,5,5,4,4,4,2,Unemployment,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,0,2,0,1,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4.358,24.843,25.497,5,NA,NA,1,2,1,2,3,2,2,1,NA,NA,NA,NA,1,NA,NA,5,1,1,1,1,6.334,26.85,27.953,18,1,2,3.823,20.216,20.802,15,1,2,3.609,17.194,17.713,10,socialism|fave,FL_133,FL_125,FL_121,FL_108,FL_105,FL_97,FL_86,FL_74,FL_73,FL_63,FL_57,FL_46,mip_open|G2.Q3,m4a_control,covid_soc,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,3|7|1|6|10|2|5,1|2|3|4|8,2|1|3|4,4|6|3|8|1|7|2|5,4|5|9|6|7,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,35,0,13.08,1,2,5,5,3,3,1,NA,1,1,2,0.479080976,3,1,1,1,1,3,2020,0.948,0.454168765
R_2VaoABBCWMgwusA,NA,10/25/20 10:09,10/25/20 10:21,1,5f95a25f-e707-cf7c-a54a-1a36ee07c3a5,75,1,2,1,1,2,1,1,16508,John,Hannah,Emma,Matthew,Linda,Michael,Wife and no children,Wife and no children,Husband and no children,Wife and no children,Wife and three children,Wife and no children,62,59,63,67,56,69,19,18,13,24,12,15,5,1,1,39,1,1945,1,1,NA,NA,2,3,7,1,1,NA,NA,2,2,5,1,2,3,3,1,4,4,4,13.216,42.863,43.904,6,1,4,5,5,1,1,2,5,2,Healthcare and Corruption,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,20.647,20.647,21.646,1,NA,It could be because it was rigged,1,1,1,2,3,1,2,1,NA,NA,NA,NA,1,4,NA,NA,5,1,1,1,46.509,46.509,48.445,1,1,2,35.126,35.126,37.485,1,1,1,19.358,19.358,20.318,1,fave|socialism,FL_131,FL_128,FL_118,FL_109,FL_105,FL_93,FL_83,FL_75,FL_66,FL_59,FL_57,FL_43,mip_open|G2.Q2,m4a_control,covid_soc,gnd_control,1|2|3|4|5|6,5|4|2|1|3,2|1|5|7|10|6|3,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,4|5|9|6|7,1|2|9|8,8|7|6|5|4|3|2|1,6|4|8|1|7|2|9|5|3,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,75,0,12.08,1,6,2,1,1,1,1,NA,1,5,4,1.567616103,1,0,1,1,1,1,2020,0.998,1.56448087
R_aV1HO3IHYu9sKdz,NA,10/25/20 9:55,10/25/20 10:21,1,5f959fd7-e88a-d60b-b047-66c98909b229,37,2,2,2,1,4,2,1,14619,Barbara,Janet,Matthew,Benjamin,Mary,Michael,Husband and no children,Wife and no children,Wife and two children,Wife and three children,Wife and one child,Husband and no children,47,47,50,58,58,57,16,23,22,22,12,19,14,1,1,33,1,1983,1,2,NA,NA,4,1,7,2,1,NA,NA,11,1,7,2,1,3,2,1,2,6,4,1.906,32.371,37.613,13,1,5,3,5,1,3,3,3,2,unemployment,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,1,1,3,1,2,1,1,0,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,6.638,21.894,22.569,7,NA,Because it would be smarter to do. We shouldn’t start anything if Trump wins.,1,1,1,2,2,1,3,1,NA,NA,NA,1,NA,NA,NA,3,5,1,1,2,12.648,21.238,21.988,7,1,1,47.783,53.654,54.836,8,1,1,3.018,18.017,19.328,10,socialism|fave,FL_136,FL_127,FL_117,FL_107,FL_102,FL_93,FL_82,FL_75,FL_71,FL_65,FL_53,FL_42,mip_open|G2.Q3,m4a_control,covid_econ,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,3|7|6|1|10|2|5,1|2|3|4|8,2|1|3|4,7|8|1|4|3|5|2|6,6|5|9|7|4,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,37,1,25.9,2,2,4,2,2,6,5,NA,6,2,4,0.764144111,1,0,2,1,2,2,2020,0.044,0.033622341
R_2rArEKGJzqW9dlh,NA,10/25/20 10:09,10/25/20 10:22,1,5f95a31a-76d2-c739-a70c-dbb574d725c0,24,2,-3105,5,1,5,3,1,11373,Robert,Benjamin,Benjamin,Janet,Jennifer,Mary,Husband and two children,Wife and no children,Husband and two children,Husband and two children,Wife and two children,Wife and no children,53,60,70,47,67,57,14,15,22,10,21,24,12,1,1,31,1,1996,3,NA,NA,1,4,5,7,2,1,NA,NA,9,2,4,4,2,3,4,1,5,3,4,0.998,51.873,53.222,9,2,3,4,4,2,3,3,3,2,Unity,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,0,2,NA,NA,1,3,1,1,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,109.141,128.759,129.338,4,NA,I believe that the elected president should switch between Democrat and Republican depending on how it reflects best of what the nation needs.,1,1,2,2,3,1,4,NA,2,NA,NA,1,NA,3,NA,NA,5,1,1,2,0.823,17.192,17.776,8,1,1,2.175,11.889,12.401,6,1,2,0.657,9.028,9.805,5,fave|socialism,FL_132,FL_123,FL_115,FL_111,FL_103,FL_94,FL_86,FL_75,FL_70,FL_62,FL_55,FL_43,mip_open|G2.Q3,m4a_econ,covid_econ,gnd_control,6|5|4|3|2|1,1|2|4|5|3,1|2|7|3|10|6|5,1|2|3|4|8,1|2|3|4,6|7|8|1|3|5|2|4,6|4|9|5|7,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|3|6|2|7|4|5|8,24,1,12.3,4,1,5,3,3,7,5,NA,8,2,4,0.346665406,4,0,4,1,4,3,2020,0.182,0.063093104
R_2dZ0HXWsTOU1AJA,NA,10/25/20 10:12,10/25/20 10:22,1,5f95a3be-d66f-9a8d-a8d5-d26fee126006,89,2,15,1,1,2,2,1,7083,Robert,Benjamin,Hannah,Janet,Linda,John,Husband and three children,Husband and two children,Wife and one child,Wife and no children,Husband and two children,Wife and two children,46,58,55,61,60,50,13,23,20,19,13,16,14,1,1,31,1,1931,1,2,NA,NA,3,3,1,3,NA,1,NA,5,2,5,1,1,3,3,3,4,5,4,14.017,37.625,39.572,5,2,2,4,5,2,2,4,3,2,covid 19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,0,1,NA,NA,1,3,0,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,The situation we are living with,1,NA,1,11.333,11.333,13.125,1,NA,We should have done it with Clinton.  Popular vote counts,1,1,1,2,2,1,2,NA,NA,1,NA,1,NA,3,NA,NA,5,1,1,2,26.533,26.533,30.902,1,1,1,20.432,20.432,22.985,1,1,2,16.929,18.331,19.637,2,socialism|fave,FL_132,FL_123,FL_120,FL_111,FL_105,FL_91,FL_88,FL_78,FL_69,FL_59,FL_54,FL_47,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_control,6|5|4|3|2|1,1|2|4|5|3,7|6|1|2|10|3|5,2|1|3|4|8,1|2|3|4,5|7|6|4|8|1|3|2,5|7|9|6|4,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|4|6|2|5|3|7|8,89,0,9.67,1,6,2,2,1,1,5,NA,5,5,1,1.469265978,2,1,1,1,1,2,2020,0.952,1.398741211
R_3HLeSIM5LQOCmys,NA,10/25/20 10:08,10/25/20 10:22,1,5f95a2bc-9b09-6a8b-302f-0f4ae35325ce,18,2,-3105,1,1,1,4,1,15068,Robert,Benjamin,Benjamin,Janet,Jennifer,Mary,Husband and no children,Wife and one child,Husband and no children,Husband and two children,Wife and three children,Husband and one child,53,51,46,61,58,69,24,21,25,21,18,22,6,1,1,39,2,2002,3,NA,NA,3,1,5,NA,4,NA,NA,NA,11,2,1,3,2,4,1,1,1,6,4,53.635,82.653,83.8,14,2,3,3,1,1,3,3,3,2,Racism and poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,3,1,NA,NA,NA,2,NA,NA,NA,4,5,1,1,1,36.217,60.382,61.048,8,1,1,8.262,13.752,14.29,4,1,1,2.278,12.661,13.134,4,fave|socialism,FL_132,FL_123,FL_115,FL_111,FL_103,FL_94,FL_82,FL_77,FL_66,FL_62,FL_57,FL_44,mip_open|G2.Q3,m4a_control,covid_econ,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,5|2|3|7|10|6|1,1|2|3|8|4,1|2|3|4,2|8|5|7|4|3|6|1,5|6|9|7|4,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|4|5|2|7|3|6|8,18,0,13.58,1,1,1,4,1,1,5,NA,5,1,4,0.738726297,4,0,3,0,1,4,2020,0.014,0.010342168
R_UsVdCrIMegbvyb7,NA,10/25/20 10:08,10/25/20 10:22,1,5f95a2c0-f883-2a7e-16f6-e159f31c4c9d,63,1,12,1,1,2,1,4,59101,Robert,Janet,Janet,Matthew,James,Barbara,Wife and one child,Wife and one child,Husband and three children,Husband and no children,Husband and one child,Husband and no children,64,66,45,48,45,57,23,15,16,24,18,21,15,1,1,27,1,1957,1,1,NA,NA,2,1,1,3,NA,1,NA,10,2,5,1,1,3,2,1,1,6,4,24.737,73.435,83.996,17,1,3,5,5,1,1,2,4,2,COVID pandemic,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,6.178,13.946,16.628,2,NA,NA,1,1,1,2,2,1,2,NA,1,NA,NA,1,NA,NA,NA,5,5,1,1,1,8.461,52.931,56.001,21,1,2,3.004,27.493,28.901,9,1,1,5.369,34.021,38.2,18,socialism|fave,FL_132,FL_127,FL_119,FL_109,FL_98,FL_96,FL_85,FL_77,FL_72,FL_58,FL_52,FL_42,mip_open|G2.Q2,m4a_econ,covid_econ,gnd_unlabeled,6|5|4|3|2|1,5|4|2|1|3,1|7|2|6|10|5|3,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|4|9|7|6,1|2|9|8,8|7|6|5|4|3|2|1,9|1|4|6|5|7|2|3|8,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,63,0,13.55,1,5,2,1,1,1,4,NA,1,5,1,1.098764575,2,1,1,1,1,1,2020,0.994,1.092171987
R_1IXdS3FjekDYNnj,NA,10/25/20 10:00,10/25/20 10:22,1,5f95a0cf-c0eb-b53c-e887-9df0883bec56,32,1,19,1,1,5,10,3,79936,Jennifer,George,William,Hannah,Jennifer,Barbara,Wife and three children,Wife and three children,Husband and two children,Wife and three children,Husband and one child,Wife and two children,66,51,56,52,60,45,14,19,15,17,12,23,5,1,1,45,1,1988,2,NA,1,NA,1,1,2,1,2,NA,NA,9,2,1,1,1,3,4,5,5,3,4,13.832,15.596,16.278,5,3,1,5,1,5,4,4,4,2,econimoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,0,3,0,2,1,2,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,1.511,1.511,2.125,1,NA,NA,2,2,2,2,1,2,5,NA,NA,1,NA,1,NA,NA,2,NA,4,1,1,2,13.483,13.483,14.412,1,1,1,17.857,18.487,19.742,2,1,2,108.322,108.322,108.783,1,socialism|fave,FL_135,FL_124,FL_114,FL_112,FL_103,FL_96,FL_89,FL_81,FL_70,FL_65,FL_52,FL_47,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,3|2|7|6|10|1|5,1|2|3|4|8,1|2|3|4,2|4|8|6|7|1|5|3,7|5|9|4|6,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|3|6|2|4|5|7|8,32,1,22.65,1,2,5,7,3,3,3,NA,1,1,2,0.575512249,3,1,1,1,1,1,2020,0.876,0.50414873
R_25AcKAJguKk9nfu,NA,10/25/20 10:07,10/25/20 10:23,1,5f95a271-a3af-4150-6d74-a7fa79fc9abf,64,1,-3105,1,1,2,10,2,43920,James,Matthew,Janet,William,Michael,James,Husband and two children,Husband and three children,Wife and one child,Husband and one child,Husband and no children,Wife and no children,64,63,61,52,70,58,21,10,19,14,20,12,4,1,1,36,1,1956,2,NA,1,NA,5,5,2,2,8,NA,8,2,2,5,1,2,3,2,2,3,5,4,2.7,47.978,49.828,8,5,2,3,2,2,3,4,3,2,Corona Virus,3,1,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,1,3,NA,NA,1,NA,NA,1,4,NA,NA,2,1,1,1,4.376,22.691,24.07,9,1,1,1.898,11.415,12.658,5,1,1,4.375,19.475,20.7,5,socialism|fave,FL_130,FL_125,FL_119,FL_106,FL_101,FL_90,FL_86,FL_80,FL_69,FL_60,FL_50,FL_43,mip_open|G2.Q2,m4a_soc,covid_soc,gnd_control,1|2|3|4|5|6,1|2|4|5|3,7|1|2|3|10|5|6,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,6|5|9|4|7,1|2|8|9,1|2|3|4|5|6|7|8,4|6|7|1|2|9|3|8|5,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,64,0,16.43,1,5,2,7,1,1,2,NA,1,5,2,0.909926771,4,1,1,1,1,1,2020,0.262,0.238400814
